old_url,target_path,target_listing_id,target_locale,source_domain,review_status,same_content_checklist,equivalent_content,reviewer,approved_at,reason
https://makler-realty.com/listing/%d0%b0%d0%b2%d1%82%d0%be%d1%80%d0%b5%d0%bc%d0%be%d0%bd%d1%82%d0%bd%d0%b0-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b8%d0%bb%d0%bd%d0%b8%d1%86%d0%b0-%d0%bc%d0%be%d1%82%d0%b5%d0%bb-%d0%b8-%d0%b2%d0%b5%d0%b4/,/bg/imoti/MS-CRAWL-0001,MS-CRAWL-0001,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82%d0%b8-%d0%bf%d0%b0%d1%80%d0%ba-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d0%ba%d0%be%d0%bc%d0%bf%d0%bb%d0%b5%d0%ba%d1%81/,/bg/imoti/MS-CRAWL-0002,MS-CRAWL-0002,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b5%d0%bc-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d0%bf%d0%b0%d1%80%d0%ba/,/bg/imoti/MS-CRAWL-0003,MS-CRAWL-0003,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%bf%d0%be%d0%b4-%d0%bd%d0%b0%d0%b5%d0%bc-%d0%b1%d0%b0%d0%bd%d1%81%d0%ba%d0%b0-2-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba%d0%b8/,/bg/imoti/MS-CRAWL-0004,MS-CRAWL-0004,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%bf%d0%be%d0%b4-%d0%bd%d0%b0%d0%b5%d0%bc-%d0%b2-%d0%b3%d1%80-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba%d0%b8/,/bg/imoti/MS-CRAWL-0005,MS-CRAWL-0005,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b0%d1%80%d0%b5%d0%bd%d0%b4%d0%b0-%d0%bf%d1%80%d0%be%d0%bc%d1%8b%d1%88%d0%bb%d0%b5%d0%bd%d0%bd%d0%be%d0%b3%d0%be-%d0%bf%d0%be%d0%bc%d0%b5%d1%89%d0%b5%d0%bd%d0%b8%d1%8f-%d0%b2-%d1%81%d0%b0%d0%bd/,/bg/imoti/MS-CRAWL-0006,MS-CRAWL-0006,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b4%d0%b2%d1%83%d1%81%d1%82%d0%b0%d0%b5%d0%bd-%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%b2-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba%d0%b8/,/bg/imoti/MS-CRAWL-0007,MS-CRAWL-0007,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b4%d0%b2%d1%83%d1%81%d1%82%d0%b0%d0%b5%d0%bd-%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%b2-%d1%86%d0%b5%d0%bd%d1%82%d1%8a%d1%80%d0%b0-%d0%bd%d0%b0-%d1%81%d0%b0%d0%bd%d0%b4/,/bg/imoti/MS-CRAWL-0008,MS-CRAWL-0008,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b4%d0%b2%d1%83%d1%81%d1%82%d0%b0%d0%b5%d0%bd-%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d0%bf%d0%be%d0%b4-%d0%bd%d0%b0%d0%b5%d0%bc-%d0%b2-%d0%bf%d0%b0%d1%80%d0%ba%d0%b0-%d0%bd/,/bg/imoti/MS-CRAWL-0009,MS-CRAWL-0009,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
https://makler-realty.com/listing/%d0%b4%d0%b2%d1%83%d1%81%d1%82%d0%b0%d0%b5%d0%bd-%d0%b0%d0%bf%d0%b0%d1%80%d1%82%d0%b0%d0%bc%d0%b5%d0%bd%d1%82-%d1%86%d0%b5%d0%bd%d1%82%d1%8a%d1%80-%d1%81%d0%b0%d0%bd%d0%b4%d0%b0%d0%bd%d1%81%d0%ba/,/bg/imoti/MS-CRAWL-0010,MS-CRAWL-0010,bg,makler-realty.com,pending_same_content_review,Confirm old URL and target listing describe the same property; no homepage or search fallback.,false,,,Review same-content listing route before setting equivalent_content true.
